Symbol;Position;Type;Lots;Open time;Open price;Close time;Close price;Profit;Net profit;Rollover;Comment;S/L;T/P
HK.cash;1403483098;Sell Stop;0.01;31.07.2024 11:00:14;17301;31.07.2024 12:00:34;17342;-1927.35;-1 927.35;0;[S/L];17342;17254
US30;1402299554;Sell Stop;0.01;30.07.2024 16:02:03;40719;31.07.2024 02:11:43;41001;-13438.99;-13 438.99;0;[S/L];41001;40481
EU50;1402189612;Buy Limit;0.01;30.07.2024 14:14:17;4869.6;31.07.2024 01:27:31;4885.6;1650.56;1 536.68;0;[T/P];4858.8;4884.2
AUDUSD;1402073303;Sell Stop;0.01;30.07.2024 13:02:02;0.65357;30.07.2024 17:05:48;0.65417;-572.24;-572.24;0;[S/L];0.65399;0.65246
AUDCAD;1402353750;Sell Stop;0.01;30.07.2024 16:57:48;0.90533;30.07.2024 17:02:11;0.90634;-696;-696.00;0;[S/L];0.90561;0.90456
USDCAD;1402064909;Buy Stop;0.01;30.07.2024 13:00:08;1.38475;30.07.2024 17:00:45;1.38397;-536.74;-536.74;0;[S/L];1.38444;1.38625
EURGBP;1402043600;Buy Stop;0.01;30.07.2024 12:53:20;0.84277;30.07.2024 17:00:29;0.84221;-685.06;-685.06;0;[S/L];0.84222;0.84359
EURUSD;1402239817;Sell Stop;0.01;30.07.2024 15:03:02;1.08106;30.07.2024 17:00:00;1.08168;-591.31;-591.31;0;[S/L];1.08164;1.08001
EURJPY;1402202114;Buy Stop;0.01;30.07.2024 14:23:18;165.775;30.07.2024 16:05:02;165.405;-2304.27;-2 304.27;0;[S/L];165.405;166.335
CHN.cash;1402293911;Buy Stop;0.01;30.07.2024 15:58:45;6008;30.07.2024 16:00:45;5958;-4765.6;-4 765.60;0;[S/L];5958;6108
FRA40;1402056310;Sell Stop;0.01;30.07.2024 12:57:19;7482.4;30.07.2024 15:48:20;7505.3;-2359.59;-2 359.59;0;[S/L];7504.5;7453.6
HK.cash;1402241905;Sell Stop;0.01;30.07.2024 15:05:39;17006;30.07.2024 15:47:12;17057;-2430.46;-2 430.46;0;[S/L];17057;16948
US30;1402234634;Sell Stop;0.01;30.07.2024 14:57:54;40869;30.07.2024 15:39:10;40930;-2907.02;-2 907.02;0;[S/L];40930;40799
UK100;1402238473;Sell Stop;0.01;30.07.2024 15:01:54;8271.4;30.07.2024 15:17:43;8282.6;-1369.93;-1 369.93;0;[S/L];8282.5;8258.6
CHN.cash;1402047782;Sell Stop;0.01;30.07.2024 12:54:51;5985;30.07.2024 14:20:30;6000;-1429.68;-1 429.68;0;[S/L];5999;5962
NZDUSD;1401606236;Buy;0.01;30.07.2024 09:53:00;0.58934;30.07.2024 12:47:28;0.59042;1032.5;1 032.50;0;;0.58826;0.59058
W20;1401597216;Sell Limit;0.01;30.07.2024 09:49:42;2391.6;30.07.2024 10:18:05;2370.4;1021.6;1 021.60;0;[T/P];2405.1;2370.5
USDCAD;1401602448;Sell Stop;0.01;30.07.2024 09:51:34;1.38526;30.07.2024 10:04:08;1.38601;-517.68;-517.68;0;[S/L];1.386;1.38441
US30;1400583938;Buy;0.01;29.07.2024 12:09:53;40836;30.07.2024 09:39:42;40924;4200.33;3 694.07;0;;40597;41266
FRA40;1400744836;Sell Limit;0.01;29.07.2024 14:17:41;7476.8;30.07.2024 02:06:15;7463.8;1344.9;1 326.95;0;[T/P];7487.9;7464
USDCHF;1400580057;Buy Limit;0.02;29.07.2024 12:07:05;0.88633;30.07.2024 01:54:01;0.88728;2047.41;2 214.54;0;[T/P];0.88564;0.88727
GBPJPY;1400907276;Buy Limit;0.01;29.07.2024 20:34:39;197.84;30.07.2024 00:31:32;198.282;2740.67;2 740.67;0;[T/P];197.599;198.282
EURCHF;1400910517;Buy Limit;0.01;29.07.2024 20:45:54;0.95892;30.07.2024 00:23:04;0.9595;625.65;625.65;0;[T/P];0.95845;0.95947
USDCAD;1400887881;Buy Stop;0.01;29.07.2024 19:33:51;1.38552;30.07.2024 00:01:00;1.38456;-662.95;-662.95;0;[S/L];1.38456;1.38665
GBPUSD;1400842476;Sell Limit;0.01;29.07.2024 16:15:32;1.2861;29.07.2024 21:30:08;1.28481;1234.3;1 207.84;0;[T/P];1.2856;1.28481
AUDUSD;1400897250;Sell Stop;0.01;29.07.2024 20:04:28;0.65494;29.07.2024 20:44:26;0.65474;191.36;191.36;0;[S/L];0.65474;0.65413
EU50;1400756891;Sell;0.01;29.07.2024 14:31:12;4851.4;29.07.2024 20:15:51;4840.4;1137.76;1 126.12;0;;4872.9;4815.4
UK100;1400815846;Buy Stop;0.01;29.07.2024 15:40:27;8293.7;29.07.2024 20:00:00;8268;-3160.27;-3 434.96;0;[S/L];8270.7;8321.4
USDJPY;1400760802;Buy Stop;0.01;29.07.2024 14:34:49;154.056;29.07.2024 19:02:19;153.824;-1442.07;-1 335.47;0;[S/L];153.829;154.33
EURUSD;1400768370;Sell Stop;0.01;29.07.2024 14:43:18;1.08205;29.07.2024 17:04:00;1.08274;-660.21;-660.21;0;[S/L];1.08274;1.08134
NZDUSD;1400762186;Sell Stop;0.01;29.07.2024 14:36:23;0.58725;29.07.2024 15:00:22;0.58776;-487.98;-487.98;0;[S/L];0.58776;0.58605
EURUSD;1400462396;Buy Stop;0.01;29.07.2024 11:12:22;1.08222;29.07.2024 14:29:14;1.08222;0;0;0;[S/L];1.08222;1.08452
HK.cash;1400571312;Buy;0.01;29.07.2024 12:02:15;17181;29.07.2024 14:15:31;17163;-860.64;-860.64;0;;17156;17203
EURJPY;1400458567;Buy;0.01;29.07.2024 11:10:58;166.633;29.07.2024 14:08:44;166.697;397.35;397.35;0;;166.442;166.933
SG20cash;1400411796;Sell Stop;0.01;29.07.2024 10:52:02;316.47;29.07.2024 12:56:01;317.14;-642.07;-642.07;0;[S/L];317.12;315.16
EURCHF;1400531449;Sell Stop;0.01;29.07.2024 11:40:37;0.95829;29.07.2024 12:40:49;0.95913;-907.96;-907.96;0;[S/L];0.95909;0.95734
GBPCHF;1400523020;Sell Stop;0.01;29.07.2024 11:35:11;1.13807;29.07.2024 12:08:12;1.13898;-984;-984.00;0;[S/L];1.13898;1.13642
EU50;1399669966;Buy Stop;0.01;29.07.2024 03:06:20;4903.4;29.07.2024 03:37:44;4882.6;-2147.84;-2 147.84;0;[S/L];4883.2;4928.6
GBPUSD;1399452894;Buy Stop;0.01;28.07.2024 20:40:45;1.2879;29.07.2024 03:19:47;1.28459;-3149.2;-3 149.20;0;[S/L];1.2846;1.2917
AUDCAD;1399372058;Sell Stop;0.01;28.07.2024 17:00:10;0.90276;28.07.2024 17:05:54;0.90694;-2877.02;-2 877.02;0;[S/L];0.90684;0.90432
EURUSD;1398807810;Buy;0.01;26.07.2024 11:14:54;1.08575;26.07.2024 15:55:30;1.08571;-38.06;-38.06;0;;1.08506;1.08715
AUDUSD;1398840203;Sell;0.01;26.07.2024 11:36:57;0.65523;26.07.2024 15:55:30;0.65525;-19.04;-19.04;0;;0.65647;0.65322
USDCAD;1398973946;Buy;0.01;26.07.2024 13:29:24;1.38262;26.07.2024 15:55:07;1.38318;385.15;385.15;0;;1.38204;1.38481
NZDUSD;1398970484;Sell Stop;0.01;26.07.2024 13:26:50;0.58936;26.07.2024 15:13:45;0.58937;-9.52;-9.52;0;[S/L];0.58937;0.58856
SG20cash;1398954066;Sell Stop;0.01;26.07.2024 13:07:30;315.84;26.07.2024 13:28:27;316.51;-636.85;-636.85;0;[S/L];316.48;313.94
EU50;1398741134;Buy;0.01;26.07.2024 10:43:13;4891.4;26.07.2024 13:13:25;4902.6;1156.89;1 156.89;0;;4864.2;4926.8
SG20cash;1398834443;Sell Stop;0.01;26.07.2024 11:32:15;315.29;26.07.2024 11:48:04;315.96;-636.11;-636.11;0;[S/L];315.95;313.29
SG20cash;1398768037;Sell Stop;0.01;26.07.2024 10:53:51;315.19;26.07.2024 11:25:19;315.91;-683.08;-683.08;0;[S/L];315.9;312.99
EURCHF;1398703693;Sell Stop;0.01;26.07.2024 10:30:05;0.95797;26.07.2024 11:05:28;0.95904;-1151.43;-1 151.43;0;[S/L];0.95903;0.95664
EURCHF;1397732190;Buy;0.01;25.07.2024 15:37:25;0.95575;26.07.2024 07:40:06;0.9594;3919.93;3 961.95;0;;0.95504;0.96108
EURGBP;1397820104;Buy Stop;0.01;25.07.2024 18:11:35;0.84386;26.07.2024 04:44:51;0.84286;-1220.85;-1 220.85;0;[S/L];0.84286;0.84536
EU50;1397866469;Sell Stop;0.01;25.07.2024 21:08:45;4839.6;26.07.2024 03:58:06;4868.4;-2964.43;-2 964.43;0;[S/L];4868.4;4802.2
FRA40;1397740364;Sell Stop;0.01;25.07.2024 15:44:09;7460.6;26.07.2024 02:00:25;7464.1;-360.58;-378.40;0;[S/L];7461.5;7410.6
NZDUSD;1397858713;Sell Stop;0.01;25.07.2024 20:46:07;0.58869;25.07.2024 21:44:38;0.58934;-617.22;-617.22;0;[S/L];0.58934;0.58778
USDJPY;1397554506;Sell;0.01;25.07.2024 13:21:54;153.834;25.07.2024 19:08:05;153.56;1694.5;1 522.77;0;;153.844;153.201
NZDUSD;1397742297;Sell Stop;0.01;25.07.2024 15:45:33;0.58921;25.07.2024 17:07:04;0.59;-750.16;-750.16;0;[S/L];0.58992;0.58781
EURCHF;1397542910;Sell;0.01;25.07.2024 13:14:53;0.95605;25.07.2024 16:22:59;0.95553;560.53;560.53;0;;0.95605;0.9546
NZDUSD;1397380856;Sell Stop;0.01;25.07.2024 11:37:37;0.58968;25.07.2024 15:32:56;0.58969;-9.5;-9.50;0;[S/L];0.58968;0.58798
AUDCAD;1397385107;Sell Stop;0.01;25.07.2024 11:40:25;0.90471;25.07.2024 15:31:25;0.9047;6.88;6.88;0;[S/L];0.9047;0.90271
FRA40;1397551457;Sell Stop;0.01;25.07.2024 13:19:49;7477.7;25.07.2024 15:26:00;7477.8;-10.3;-10.30;0;[S/L];7477.7;7426.6
EURUSD;1397251684;Buy;0.01;25.07.2024 10:43:20;1.08527;25.07.2024 13:08:05;1.08654;1201.45;1 201.45;0;;1.08283;1.08844
GBPUSD;1397364138;Sell Stop;0.01;25.07.2024 11:27:42;1.2881;25.07.2024 13:07:05;1.28885;-709.78;-709.78;0;[S/L];1.28885;1.2866
VIX;1397491068;Buy Stop;0.01;25.07.2024 12:39:53;16.48;25.07.2024 12:49:26;16.28;-7554.56;-7 554.56;0;[S/L];16.28;17.33
USDJPY;1397175531;Sell Stop;0.01;25.07.2024 10:19:35;153.365;25.07.2024 12:32:31;154.251;-5423.34;-5 423.34;0;[S/L];154.242;152.254
EURCHF;1397235974;Sell Stop;0.01;25.07.2024 10:37:18;0.95377;25.07.2024 12:21:45;0.95699;-3454.86;-3 454.86;0;[S/L];0.95697;0.94961
W20;1397122636;Sell Stop;0.01;25.07.2024 10:08:15;2363.6;25.07.2024 10:36:05;2385.3;-1040.18;-1 040.18;0;[S/L];2385.1;2335.6
AUT20;1397223548;Buy;0.01;25.07.2024 10:33:10;3685;25.07.2024 10:35:30;3655;-3086.2;-3 086.20;0;;3644;3694
EURCHF;1395827199;Sell Limit;0.01;24.07.2024 14:51:06;0.96008;24.07.2024 22:37:16;0.95808;2146.09;2 047.10;0;[T/P];0.95955;0.95808
AUDUSD;1396030895;Buy Stop;0.01;24.07.2024 20:52:25;0.65658;24.07.2024 22:16:16;0.65547;-1052.14;-1 052.14;0;[S/L];0.65547;0.66102
GBPCHF;1395807054;Sell Limit;0.01;24.07.2024 14:39:03;1.14298;24.07.2024 20:37:18;1.14067;2476.96;2 309.60;0;[T/P];1.14299;1.14068
EURJPY;1396018429;Sell Limit;0.01;24.07.2024 20:26:12;166.578;24.07.2024 20:30:21;166.177;2480.18;2 480.18;0;[T/P];166.886;166.178
USDJPY;1396013429;Sell Limit;0.01;24.07.2024 20:14:19;153.802;24.07.2024 20:30:08;153.484;1965.23;1 965.23;0;[T/P];154.046;153.485
AUDCAD;1395434426;Sell Limit;0.01;24.07.2024 10:47:30;0.9102;24.07.2024 20:25:50;0.90731;1984.1;1 968.60;0;[T/P];0.90889;0.90732
EURJPY;1395897829;Sell Limit;0.01;24.07.2024 15:48:17;166.856;24.07.2024 17:43:41;166.57;1767.2;1 767.20;0;[T/P];167.073;166.574
EURGBP;1395894079;Sell Stop;0.01;24.07.2024 15:45:38;0.8398;24.07.2024 17:07:15;0.84064;-1028.74;-1 028.74;0;[S/L];0.84064;0.83869
EURUSD;1395500211;Sell Limit;0.01;24.07.2024 11:12:53;1.08555;24.07.2024 14:44:03;1.08385;1612.31;1 612.31;0;[T/P];1.08555;1.08385
CHN.cash;1395568525;Sell;0.01;24.07.2024 11:46:34;6140;24.07.2024 14:24:53;6121;1800.95;1 800.95;0;;6125;6092
EU50;1395428533;Sell;0.01;24.07.2024 10:45:21;4893.6;24.07.2024 14:07:36;4880.6;1336.29;1 336.29;0;;4912.1;4861.1
GBPUSD;1395549361;Buy Stop;0.01;24.07.2024 11:35:14;1.29251;24.07.2024 14:01:53;1.29147;-985.78;-985.78;0;[S/L];1.29151;1.29451
EURGBP;1394328588;Sell Stop;0.01;23.07.2024 15:39:48;0.84089;24.07.2024 00:43:20;0.84171;-1001.37;-987.88;0;[S/L];0.84171;0.83989
AUDUSD;1394392816;Sell Limit;0.01;23.07.2024 17:23:32;0.66133;23.07.2024 23:24:57;0.65922;1999.48;1 994.45;0;[T/P];0.66198;0.65923
GBPCHF;1394398916;Buy Stop;0.01;23.07.2024 18:00:42;1.15048;23.07.2024 23:20:20;1.14932;-1231.69;-1 231.69;0;[S/L];1.14933;1.15198
NZDUSD;1394437718;Sell Limit;0.01;23.07.2024 20:14:32;0.59484;23.07.2024 22:00:48;0.59364;1137.14;1 137.14;0;[T/P];0.59484;0.59364
AUDCAD;1394392281;Sell Stop;0.01;23.07.2024 17:17:52;0.91123;23.07.2024 17:30:40;0.91213;-618.9;-618.90;0;[S/L];0.91211;0.90973
GBPCHF;1394361677;Buy Stop;0.01;23.07.2024 16:07:55;1.15078;23.07.2024 17:00:24;1.14953;-1327.95;-1 327.95;0;[S/L];1.14956;1.15222
EU50;1394047758;Buy Stop;0.01;23.07.2024 11:06:51;4943.4;23.07.2024 12:24:25;4926.6;-1724.29;-1 724.29;0;[S/L];4927;4978.4
W20;1392532337;Sell;0.01;22.07.2024 10:03:40;2446.6;23.07.2024 10:10:31;2409.4;1786.1;1 786.10;0;;2417.4;2404.8
USDJPY;1392975877;Sell;0.01;22.07.2024 14:50:43;157.082;22.07.2024 20:56:44;156.765;1910.42;1 739.58;0;;157.193;156.383
GBPJPY;1393060017;Sell Limit;0.01;22.07.2024 17:08:33;202.929;22.07.2024 20:45:04;202.629;1808.21;1 594.91;0;[T/P];203.199;202.629
EURUSD;1393008819;Sell Stop;0.01;22.07.2024 15:30:03;1.08867;22.07.2024 17:00:40;1.08952;-802.97;-802.97;0;[S/L];1.08949;1.08757
FRA40;1392877818;Buy;0.01;22.07.2024 13:09:30;7669.6;22.07.2024 15:25:53;7671.3;174.74;174.74;0;;7651.2;7696.6
AUDUSD;1392852983;Buy;0.01;22.07.2024 12:51:27;0.66396;22.07.2024 15:23:01;0.66395;-9.44;-9.44;0;;0.66345;0.66506
EU50;1392680564;Buy;0.01;22.07.2024 11:01:13;4938.4;22.07.2024 14:45:21;4947.4;925.18;925.18;0;;4922.7;4960.4
USDCAD;1392730337;Buy Stop;0.01;22.07.2024 11:25:08;1.37575;22.07.2024 13:05:00;1.37454;-830.38;-830.38;0;[S/L];1.37455;1.37919
EURJPY;1391212294;Sell Stop;0.01;19.07.2024 14:27:09;171.319;19.07.2024 14:42:20;171.341;-132.47;-132.47;0;[S/L];171.341;171.219
USDJPY;1391028790;Sell Stop;0.01;19.07.2024 11:54:07;157.42;19.07.2024 14:01:00;157.433;-78.31;-78.31;0;[S/L];157.431;157.32
EURUSD;1391114282;Buy Stop;0.01;19.07.2024 12:59:23;1.08854;19.07.2024 13:06:39;1.08824;-283.78;-283.78;0;[S/L];1.08824;1.08887
AUDUSD;1391112726;Buy Stop;0.01;19.07.2024 12:58:07;0.66876;19.07.2024 13:03:12;0.66841;-331.07;-331.07;0;[S/L];0.66841;0.66922
EURUSD;1391020008;Buy Stop;0.01;19.07.2024 11:48:06;1.08882;19.07.2024 12:52:20;1.08848;-322.29;-322.29;0;[S/L];1.08848;1.08925
AUDUSD;1391018691;Buy Stop;0.01;19.07.2024 11:47:15;0.6692;19.07.2024 12:51:47;0.6687;-473.86;-473.86;0;[S/L];0.6687;0.6698
USDJPY;1390965844;Sell Stop;0.01;19.07.2024 11:22:09;157.376;19.07.2024 11:51:50;157.445;-413.09;-413.09;0;[S/L];157.442;157.251
AUDUSD;1390852451;Sell Stop;0.01;19.07.2024 10:28:23;0.66892;19.07.2024 10:37:32;0.66942;-471.44;-471.44;0;[S/L];0.66942;0.66837
AUDUSD;1390827296;Buy Stop;0.01;19.07.2024 10:17:23;0.66933;19.07.2024 10:26:12;0.66898;-329.6;-329.60;0;[S/L];0.66898;0.66973
EURUSD;1389744209;Buy;0.01;18.07.2024 14:55:22;1.08994;18.07.2024 14:56:00;1.08982;-113.03;-113.03;0;;1.08949;1.09044
EURUSD;1389294711;Buy Stop;0.01;18.07.2024 10:39:38;1.09132;18.07.2024 14:10:40;1.09042;-847.73;-847.73;0;[S/L];1.09042;1.09312
USDJPY;1388424135;Buy;0.01;17.07.2024 21:28:05;155.904;17.07.2024 21:55:31;156.274;2189.68;2 189.68;0;;156.079;156.422
EURJPY;1388369860;Sell Stop;0.01;17.07.2024 18:16:45;170.662;17.07.2024 18:45:21;170.915;-1499.31;-1 499.31;0;[S/L];170.912;170.028
EURJPY;1388281949;Buy Stop;0.01;17.07.2024 15:10:53;170.809;17.07.2024 18:16:45;170.669;-829.89;-764.28;0;[S/L];170.669;171.321
AUDUSD;1388353530;Buy Stop;0.01;17.07.2024 16:53:35;0.67308;17.07.2024 17:04:56;0.6725;-536.47;-536.47;0;[S/L];0.67258;0.67408
EURJPY;1388284835;Sell Stop;0.01;17.07.2024 15:13:37;170.7;17.07.2024 16:19:11;170.91;-1244.18;-1 244.18;0;[S/L];170.91;170.034
EURUSD;1388247554;Buy Stop;0.01;17.07.2024 14:34:36;1.09392;17.07.2024 14:53:41;1.09352;-369.98;-369.98;0;[S/L];1.09352;1.09492
EURJPY;1388181722;Buy Limit;0.01;17.07.2024 13:31:21;170.86;17.07.2024 14:01:53;171.04;1063.94;1 063.94;0;[T/P];170.8;171.04
EURJPY;1388130915;Sell Stop;0.01;17.07.2024 12:52:20;170.696;17.07.2024 13:35:48;170.921;-1333.23;-1 333.23;0;[S/L];170.913;170.053
AUDUSD;1387918886;Buy Stop;0.01;17.07.2024 10:59:21;0.67304;17.07.2024 11:14:01;0.67254;-460.61;-460.61;0;[S/L];0.67254;0.67454
EURJPY;1387828951;Buy Stop;0.01;17.07.2024 10:22:26;171.149;17.07.2024 10:56:47;171.04;-640.62;-640.62;0;[S/L];171.043;171.599

