Symbol;Position;Type;Lots;Open time;Open price;Close time;Close price;Profit;Net profit;Rollover;Comment;S/L;T/P
EURUSD;1434795607;Sell;0.01;26.08.2024 14:24:35;1.11663;26.08.2024 18:57:54;1.11634;262.89;280.07;0;;1.1166;1.11552
USDCAD;1434779415;Buy Stop;0.01;26.08.2024 14:09:08;1.34794;26.08.2024 17:08:10;1.34791;-20.15;-20.15;0;[S/L];1.34794;1.35005
USDCAD;1434761768;Sell Stop;0.01;26.08.2024 13:54:56;1.34748;26.08.2024 14:08:21;1.34798;-336.3;-336.30;0;[S/L];1.34798;1.34618
CHFJPY;1434723916;Sell Stop;0.01;26.08.2024 13:24:35;170.454;26.08.2024 13:56:29;170.614;-1003.62;-1 003.62;0;[S/L];170.614;170.154
USDJPY;1434720937;Buy;0.01;26.08.2024 13:22:14;144.444;26.08.2024 13:54:44;144.528;526.44;526.44;0;;144.304;144.619
USDCAD;1434561158;Sell;0.01;26.08.2024 11:29:04;1.34859;26.08.2024 13:15:03;1.34694;1110.07;1 110.07;0;;1.34772;1.34644
AUDNZD;1434521616;Sell Stop;0.02;26.08.2024 11:07:51;1.09141;26.08.2024 12:35:45;1.09181;-450.81;-450.81;0;[S/L];1.09181;1.09064
USDCAD;1434529070;Sell Stop;0.01;26.08.2024 11:11:38;1.34814;26.08.2024 11:23:18;1.34876;-416.93;-416.93;0;[S/L];1.34875;1.34634
USDJPY;1434482066;Buy;0.01;26.08.2024 10:50:14;144.176;26.08.2024 11:06:35;144.304;803.32;803.32;0;;144.177;144.373
NZDJPY;1433578604;Buy Stop;0.01;25.08.2024 21:25:47;89.525;26.08.2024 02:30:11;89.325;-1263.38;-1 263.38;0;[S/L];89.325;89.925
CHFPLN;1433568676;Sell Stop;0.01;25.08.2024 21:00:18;4.5011;25.08.2024 22:05:26;4.5061;-1192.67;-1 192.67;0;[S/L];4.5061;4.491
NZDJPY;1433557438;Sell Stop;0.01;25.08.2024 20:37:59;89.421;25.08.2024 21:25:14;89.523;-645.63;-645.63;0;[S/L];89.521;89.21
CHFPLN;1433520522;Buy Stop;0.01;25.08.2024 19:19:45;4.5072;25.08.2024 19:30:16;4.497;-2427.12;-2 427.12;0;[S/L];4.4972;4.5172
CHFHUF;1433479228;Buy;0.01;25.08.2024 17:57:21;415.81;25.08.2024 18:01:44;414.57;-3195.18;-3 195.18;0;;413.71;415
AUDJPY;1432574299;Sell Stop;0.01;23.08.2024 10:12:27;98.359;23.08.2024 10:26:32;98.571;-1327.06;-1 327.06;0;[S/L];98.57;97.915
AUDUSD;1432469836;Buy;0.01;23.08.2024 09:53:23;0.67269;23.08.2024 10:00:23;0.6739;1108.26;1 108.26;0;;0.67158;0.67443
NZDUSD;1431814430;Buy Limit;0.01;22.08.2024 20:41:42;0.61493;23.08.2024 09:59:11;0.61617;1135.74;1 135.74;0;[T/P];0.61492;0.61615
AUDJPY;1431816857;Buy Stop;0.01;22.08.2024 20:46:17;98.086;22.08.2024 21:20:45;97.864;-1399.59;-1 399.59;0;[S/L];97.864;98.33
EURUSD;1431642841;Buy;0.01;22.08.2024 14:39:16;1.11078;22.08.2024 20:46:06;1.11183;965.39;889.54;0;;1.1108;1.11389
EURJPY;1431646393;Buy Stop;0.01;22.08.2024 14:42:31;162.53;22.08.2024 20:36:31;162.272;-1625.13;-1 563.14;0;[S/L];162.275;162.707
AUDJPY;1430266118;Sell Limit;0.01;21.08.2024 21:06:12;97.991;21.08.2024 23:47:39;97.761;1451.35;1 451.35;0;[T/P];98.168;97.761
HK.cash;1430173929;Buy Stop;0.01;21.08.2024 15:57:00;17521;21.08.2024 22:27:55;17408;-5173.82;-5 360.26;0;[S/L];17410;17721
NZDJPY;1430263367;Sell Stop;0.01;21.08.2024 20:58:51;89.444;21.08.2024 21:50:15;89.572;-805.59;-805.59;0;[S/L];89.572;89.233
US500;1430167201;Buy Limit;0.01;21.08.2024 15:51:36;5637;21.08.2024 15:54:40;5641.2;1923.01;1 923.01;0;[T/P];5625.1;5641
US500;1430149702;Buy;0.01;21.08.2024 15:31:26;5634;21.08.2024 15:50:35;5637.5;1602.51;1 602.51;0;;5620.9;5650.6
USDJPY;1430113233;Sell Stop;0.01;21.08.2024 14:59:30;144.784;21.08.2024 15:23:03;144.917;-841;-841.00;0;[S/L];144.917;144.44
AUDNZD;1430122934;Sell Stop;0.02;21.08.2024 15:06:43;1.09449;21.08.2024 15:15:38;1.09492;-485.65;-485.65;0;[S/L];1.09491;1.0938
USDCAD;1430025997;Sell Stop;0.01;21.08.2024 14:02:14;1.35864;21.08.2024 14:42:50;1.35867;-20.23;-20.23;0;[S/L];1.35867;1.35654
EURJPY;1429960743;Sell;0.01;21.08.2024 13:00:17;161.83;21.08.2024 14:00:16;161.677;967.68;967.68;0;;161.974;161.419
CHFJPY;1430013398;Buy Stop;0.01;21.08.2024 13:55:45;170.51;21.08.2024 14:00:04;170.302;-1314.81;-1 314.81;0;[S/L];170.32;170.721
CHFHUF;1429947426;Buy Stop;0.01;21.08.2024 12:46:24;413.79;21.08.2024 13:59:59;412.83;-2493.38;-2 493.38;0;[S/L];413.02;414.39
CHFJPY;1429914611;Buy Stop;0.01;21.08.2024 12:17:59;170.472;21.08.2024 13:45:52;170.411;-385.3;-385.30;0;[S/L];170.411;170.849
GBPJPY;1429934298;Sell Stop;0.01;21.08.2024 12:33:38;189.892;21.08.2024 12:56:46;190.105;-1345.72;-1 345.72;0;[S/L];190.103;189.442
AUDUSD;1429911359;Buy Stop;0.01;21.08.2024 12:15:23;0.67466;21.08.2024 12:42:36;0.67416;-458.96;-458.96;0;[S/L];0.67416;0.67532
GBPCAD;1429837878;Buy Limit;0.01;21.08.2024 11:32:52;1.77603;21.08.2024 12:32:17;1.77778;1182.99;1 182.99;0;[T/P];1.77602;1.77776
EURJPY;1429750715;Sell;0.01;21.08.2024 10:54:11;161.901;21.08.2024 12:13:35;161.753;936.3;936.30;0;;161.891;161.49
USDMXN;1429881242;Buy;0.01;21.08.2024 11:59:00;19.1995;21.08.2024 12:11:54;19.2193;945.35;945.35;0;;19.1557;19.2795
AUDJPY;1428838233;Sell Stop;0.01;20.08.2024 20:15:04;98.158;21.08.2024 00:55:54;98.302;-914.28;-914.28;0;[S/L];98.302;97.808
EURJPY;1428854865;Sell Stop;0.01;20.08.2024 21:04:42;161.868;21.08.2024 00:40:42;162.013;-920.97;-920.97;0;[S/L];162.012;161.551
NZDJPY;1428834700;Buy Stop;0.01;20.08.2024 20:03:54;89.54;20.08.2024 22:05:43;89.395;-922.22;-922.22;0;[S/L];89.396;89.984
GBPJPY;1428839011;Sell Limit;0.01;20.08.2024 20:17:49;189.558;20.08.2024 20:25:38;189.357;1280.64;1 280.64;0;[T/P];189.724;189.358
USDMXN;1428701489;Buy Stop;0.01;20.08.2024 14:32:16;18.9919;20.08.2024 17:12:49;18.9661;-1254.28;-1 254.28;0;[S/L];18.9697;19.0392
CHFJPY;1428788662;Buy Stop;0.01;20.08.2024 16:48:58;170.096;20.08.2024 17:07:10;169.898;-1260.6;-1 260.60;0;[S/L];169.906;170.666
CHFJPY;1428704847;Sell Stop;0.01;20.08.2024 14:36:05;169.896;20.08.2024 15:46:54;170.032;-865.79;-865.79;0;[S/L];170.032;169.693
GBPUSD;1428614144;Buy;0.01;20.08.2024 13:03:40;1.30245;20.08.2024 15:43:30;1.30328;767.6;767.60;0;;1.30246;1.30445
AUDUSD;1428606534;Buy Limit;0.01;20.08.2024 13:00:04;0.67365;20.08.2024 14:18:01;0.6746;878.58;878.58;0;[T/P];0.67364;0.67459
NZDUSD;1428463516;Buy Stop;0.01;20.08.2024 11:30:20;0.6142;20.08.2024 13:00:48;0.61418;-18.5;-18.50;0;[S/L];0.61418;0.61597
EURJPY;1428571411;Sell;0.01;20.08.2024 12:30:18;161.844;20.08.2024 12:58:53;161.612;1476.39;1 476.39;0;;161.722;161.489
EURUSD;1428468563;Buy;0.01;20.08.2024 11:32:48;1.11047;20.08.2024 12:15:42;1.11129;755.89;755.89;0;;1.11047;1.11225
GBPUSD;1428470867;Buy;0.01;20.08.2024 11:34:04;1.30205;20.08.2024 12:15:06;1.30331;1161.37;1 161.37;0;;1.30204;1.30465
USDJPY;1428419634;Sell Stop;0.01;20.08.2024 11:11:38;145.697;20.08.2024 11:22:32;145.81;-715.58;-715.58;0;[S/L];145.808;145.437
USDCAD;1428332566;Buy Limit;0.01;20.08.2024 10:40:05;1.36269;20.08.2024 11:16:39;1.36349;541.14;541.14;0;[T/P];1.36268;1.36349
EURUSD;1428416876;Buy Stop;0.01;20.08.2024 11:10:15;1.11117;20.08.2024 11:14:58;1.11063;-497.84;-497.84;0;[S/L];1.11063;1.11203
USDCAD;1428299800;Sell;0.01;20.08.2024 10:29:25;1.363;20.08.2024 10:37:43;1.36246;365.43;365.43;0;;1.3638;1.36196
GBPUSD;1428285337;Buy Limit;0.01;20.08.2024 10:25:07;1.30209;20.08.2024 10:31:59;1.30277;625.68;625.68;0;[T/P];1.30159;1.30275
GBPJPY;1427358731;Sell Stop;0.01;19.08.2024 20:08:23;189.994;19.08.2024 22:32:18;190.476;-3035.69;-3 035.69;0;[S/L];190.471;189.217
EURJPY;1427367128;Sell Stop;0.01;19.08.2024 20:36:01;162.289;19.08.2024 22:06:56;162.433;-908.13;-908.13;0;[S/L];162.433;161.588
EURUSD;1427255255;Buy Stop;0.01;19.08.2024 15:18:14;1.10837;19.08.2024 20:30:18;1.10804;-304.73;-380.71;0;[S/L];1.10804;1.10953
EU50;1427074901;Buy Stop;0.01;19.08.2024 12:18:46;4888.4;19.08.2024 20:15:05;4887.7;-71.64;-185.27;0;[S/L];4888.3;4895.9
GBPUSD;1427233958;Sell;0.01;19.08.2024 14:51:07;1.29905;19.08.2024 20:02:28;1.29919;-129.36;-147.32;0;;1.29955;1.29791
EURCHF;1426958617;Buy Stop;0.01;19.08.2024 11:05:10;0.95578;19.08.2024 20:01:32;0.95577;-10.71;31.02;0;[S/L];0.95577;0.95789
USDCAD;1427062908;Sell Limit;0.01;19.08.2024 12:09:44;1.36533;19.08.2024 14:38:29;1.36316;1471.03;1 471.03;0;[T/P];1.36534;1.36317
AUDNZD;1426988873;Buy Stop;0.02;19.08.2024 11:22:40;1.10257;19.08.2024 13:50:28;1.10172;-958.17;-958.17;0;[S/L];1.10173;1.10424
EU50;1426984417;Sell Stop;0.01;19.08.2024 11:19:46;4888.6;19.08.2024 12:17:30;4889.4;-82.09;-82.09;0;[S/L];4888.7;4880.1
FRA40;1426981395;Sell;0.01;19.08.2024 11:17:58;7535.9;19.08.2024 11:57:44;7526.8;931.84;931.84;0;;7536;7519.5
USDJPY;1426926996;Sell;0.01;19.08.2024 10:50:47;146.281;19.08.2024 11:07:54;146.423;-899.82;-899.82;0;;146.681;145.481
EU50;1425946920;Buy Stop;0.01;18.08.2024 20:27:38;4869.4;19.08.2024 00:39:03;4860.7;-900.88;-900.88;0;[S/L];4861.4;4885.4
GBPUSD;1425958492;Sell Stop;0.01;18.08.2024 20:53:57;1.29466;18.08.2024 22:03:25;1.29537;-666.38;-666.38;0;[S/L];1.29537;1.29316
USDCAD;1425956162;Buy Stop;0.01;18.08.2024 20:49:14;1.36723;18.08.2024 21:33:33;1.36654;-473.57;-473.57;0;[S/L];1.36654;1.36873
AUDNZD;1425960074;Buy Stop;0.02;18.08.2024 20:57:13;1.10315;18.08.2024 21:04:08;1.10215;-1136.51;-1 136.51;0;[S/L];1.10216;1.10482
USDJPY;1425942381;Buy Stop;0.01;18.08.2024 20:17:29;147.858;18.08.2024 20:54:10;147.778;-507.75;-507.75;0;[S/L];147.787;148.18
AUDNZD;1425925296;Buy;0.02;18.08.2024 19:27:12;1.10205;18.08.2024 20:42:51;1.10308;1170.89;1 170.89;0;;1.10204;1.10325
USDJPY;1425935525;Buy Stop;0.01;18.08.2024 19:59:47;147.957;18.08.2024 20:09:30;147.802;-983.56;-983.56;0;[S/L];147.802;148.223
AUDNZD;1425919927;Buy Stop;0.02;18.08.2024 19:08:06;1.10205;18.08.2024 19:14:40;1.10124;-920.54;-920.54;0;[S/L];1.10125;1.10295
EURUSD;1425552966;Sell Stop;0.01;16.08.2024 14:40:19;1.1012;16.08.2024 14:47:25;1.10165;-422.36;-422.36;0;[S/L];1.10165;1.09987
EU50;1425368831;Sell;0.01;16.08.2024 11:42:30;4857.6;16.08.2024 11:48:20;4860.8;-328.17;-328.17;0;;4865.3;4838.5
EURUSD;1425290732;Buy;0.01;16.08.2024 10:50:32;1.09884;16.08.2024 11:38:00;1.0995;615.33;615.33;0;;1.09901;1.10039
CHN.cash;1425348214;Sell Stop;0.01;16.08.2024 11:25:51;6177;16.08.2024 11:29:43;6191;-1304.69;-1 304.69;0;[S/L];6191;6116
GBPUSD;1425295173;Buy;0.01;16.08.2024 10:52:00;1.28895;16.08.2024 11:24:32;1.28954;550.07;550.07;0;;1.28907;1.29051
USDJPY;1425272777;Sell Stop;0.01;16.08.2024 10:42:45;148.091;16.08.2024 11:23:31;148.171;-503.66;-503.66;0;[S/L];148.171;147.725
EU50;1425253740;Sell Stop;0.01;16.08.2024 10:33:52;4851.6;16.08.2024 10:51:49;4857.4;-594.54;-594.54;0;[S/L];4856.9;4837.8
EURUSD;1425188647;Sell Limit;0.01;16.08.2024 10:11:13;1.09947;16.08.2024 10:47:03;1.09851;896.28;896.28;0;[T/P];1.09901;1.09851
CHN.cash;1425232290;Sell Stop;0.01;16.08.2024 10:25:11;6174;16.08.2024 10:39:30;6192;-1680.25;-1 680.25;0;[S/L];6192;6152
CHN.cash;1425231073;Sell Stop;0.01;16.08.2024 10:24:48;6174;16.08.2024 10:25:00;6186;-1120.82;-1 120.82;0;[S/L];6186;
GBPCHF;1424309206;Sell Stop;0.01;15.08.2024 20:12:13;1.12168;16.08.2024 01:15:41;1.12222;-577.85;-577.85;0;[S/L];1.12222;1.12052
AUDUSD;1424299892;Buy Limit;0.01;15.08.2024 19:42:46;0.66121;15.08.2024 21:31:25;0.66232;1034.26;1 034.26;0;[T/P];0.66071;0.66232
USDNOK;1424296029;Buy Stop;0.01;15.08.2024 19:30:58;10.7492;15.08.2024 20:33:01;10.7392;-867.16;-867.16;0;[S/L];10.7392;10.7642
USDJPY;1424291049;Buy Stop;0.01;15.08.2024 19:15:21;149.212;15.08.2024 20:01:44;149.121;-568.55;-568.55;0;[S/L];149.124;149.362
NZDUSD;1424287541;Buy Stop;0.01;15.08.2024 19:03:57;0.59858;15.08.2024 19:43:24;0.59796;-577.7;-577.70;0;[S/L];0.59799;0.59969
AUDUSD;1424260867;Sell Stop;0.01;15.08.2024 17:05:30;0.661;15.08.2024 19:24:50;0.66135;-326.31;-329.67;0;[S/L];0.66135;0.65974
GBPJPY;1424262627;Sell Stop;0.01;15.08.2024 17:15:12;191.844;15.08.2024 17:16:49;192.104;-1623.46;-1 623.46;0;[S/L];192.104;191.588
EURUSD;1424043852;Sell;0.01;15.08.2024 12:39:29;1.09824;15.08.2024 17:11:20;1.09723;941.64;941.64;0;;1.09747;1.09708
USDJPY;1424051738;Buy Limit;0.01;15.08.2024 12:45:45;148.985;15.08.2024 16:54:44;149.362;2351.73;2 351.73;0;[T/P];148.874;149.362
GBPJPY;1424228936;Buy Limit;0.01;15.08.2024 15:56:15;191.558;15.08.2024 16:24:59;191.674;724.78;724.78;0;[T/P];191.459;191.669
AUDCHF;1424191636;Buy Stop;0.01;15.08.2024 15:19:45;0.57686;15.08.2024 15:48:11;0.57653;-352.5;-352.50;0;[S/L];0.57653;0.57741
AUDJPY;1424196640;Buy Stop;0.01;15.08.2024 15:26:15;98.556;15.08.2024 15:45:32;98.512;-275.13;-275.13;0;[S/L];98.512;98.644
AUDCHF;1424156462;Buy Stop;0.01;15.08.2024 14:35:28;0.57724;15.08.2024 14:50:14;0.57684;-427.26;-427.26;0;[S/L];0.57684;0.57774
GBPCHF;1424048974;Sell Stop;0.01;15.08.2024 12:43:00;1.12086;15.08.2024 13:26:20;1.12177;-972.65;-972.65;0;[S/L];1.12177;1.1189
EURCHF;1423809805;Buy;0.01;15.08.2024 10:23:31;0.956;15.08.2024 12:32:33;0.95736;1453.77;1 453.77;0;;0.95675;0.95855
USDCAD;1423827681;Sell Stop;0.01;15.08.2024 10:30:20;1.37059;15.08.2024 12:32:08;1.3706;-6.8;-6.80;0;[S/L];1.3706;1.36831
EURUSD;1423817951;Buy Stop;0.01;15.08.2024 10:27:17;1.09752;15.08.2024 11:23:07;1.09829;717.46;717.46;0;[S/L];1.09829;1.09908
EURUSD;1423615790;Buy;0.01;15.08.2024 09:24:23;1.09628;15.08.2024 10:21:30;1.09731;959.72;959.72;0;;1.09627;1.09905
USDJPY;1423600655;Sell Stop;0.01;15.08.2024 09:17:23;148.988;15.08.2024 09:45:40;149.141;-956.55;-956.55;0;[S/L];149.138;148.553
GBPJPY;1423637762;Buy;0.01;15.08.2024 09:30:48;191.099;15.08.2024 09:30:56;191.082;-106.26;-106.26;0;;;
AUDUSD;1423560130;Sell;0.01;15.08.2024 09:02:57;0.66047;15.08.2024 09:10:21;0.65981;615.33;615.33;0;;0.66047;
AUDUSD;1423560423;Buy;0.01;15.08.2024 09:03:03;0.66068;15.08.2024 09:09:53;0.65961;-996.99;-996.99;0;;;
AUDUSD;1422993390;Buy Stop;0.01;14.08.2024 22:38:49;0.66171;15.08.2024 09:07:02;0.66027;-1341.75;-1 341.75;0;[S/L];0.66027;0.66356
EURCHF;1422901400;Buy Limit;0.01;14.08.2024 18:00:45;0.95296;15.08.2024 05:35:40;0.95447;1622.73;1 622.73;0;[T/P];0.95219;0.95446
USDJPY;1422999635;Sell Limit;0.01;14.08.2024 22:59:24;147.458;15.08.2024 00:33:41;147.257;1272.7;1 272.70;0;[T/P];147.578;147.258
EURJPY;1422994368;Buy Stop;0.01;14.08.2024 22:41:15;162.416;14.08.2024 22:57:07;162.307;-688.78;-688.78;0;[S/L];162.307;162.638
EURUSD;1422902733;Buy Stop;0.01;14.08.2024 18:04:16;1.10155;14.08.2024 21:02:31;1.10081;-689.51;-689.51;0;[S/L];1.10082;1.10389
NZDUSD;1422923767;Sell Stop;0.01;14.08.2024 19:32:40;0.59931;14.08.2024 20:20:40;0.60019;-820.44;-820.44;0;[S/L];0.60019;0.5982
GBPJPY;1422900722;Buy Stop;0.01;14.08.2024 17:57:26;188.98;14.08.2024 18:06:16;188.805;-1107.65;-994.41;0;[S/L];188.814;189.153
USDCAD;1422799621;Sell;0.01;14.08.2024 14:48:44;1.37145;14.08.2024 18:04:06;1.37164;-129.18;-177.25;0;;1.37239;1.36947
AUDUSD;1422886773;Sell Stop;0.01;14.08.2024 16:41:13;0.65962;14.08.2024 16:59:58;0.66048;-801.8;-801.80;0;[S/L];0.66033;0.6584
EURGBP;1422890300;Buy Stop;0.01;14.08.2024 16:52:14;0.85868;14.08.2024 16:59:56;0.85783;-1015.82;-1 015.82;0;[S/L];0.85815;0.85968
EURCHF;1422853552;Buy Stop;0.01;14.08.2024 15:49:52;0.95309;14.08.2024 16:51:11;0.95225;-904.88;-904.88;0;[S/L];0.95226;0.95409
GBPCHF;1422649292;Buy Stop;0.01;14.08.2024 12:30:12;1.10976;14.08.2024 16:49:14;1.10932;-473.94;-473.94;0;[S/L];1.10932;1.11216
GBPJPY;1422791976;Buy Limit;0.01;14.08.2024 14:39:25;188.862;14.08.2024 16:10:38;189.084;1403.26;1 403.26;0;[T/P];188.861;189.084
AUDUSD;1422803000;Buy Stop;0.01;14.08.2024 14:52:53;0.66029;14.08.2024 15:33:01;0.65952;-717.46;-717.46;0;[S/L];0.65952;0.66163
EURGBP;1422657726;Buy;0.01;14.08.2024 12:35:05;0.85824;14.08.2024 14:42:37;0.85865;489.94;489.94;0;;0.85822;0.85941
GBPJPY;1422566996;Buy;0.01;14.08.2024 11:46:25;188.632;14.08.2024 14:37:22;188.828;1240.26;1 240.26;0;;188.631;189.33
NZDUSD;1422459402;Buy Stop;0.01;14.08.2024 10:51:51;0.6029;14.08.2024 12:25:45;0.601;-1771.69;-1 771.69;0;[S/L];0.601;0.60828
USDCAD;1422547103;Sell Stop;0.01;14.08.2024 11:36:17;1.36956;14.08.2024 12:15:38;1.37064;-735.15;-735.15;0;[S/L];1.37064;1.3679
GBPCHF;1422551932;Buy Stop;0.01;14.08.2024 11:39:18;1.10973;14.08.2024 11:44:37;1.10918;-592;-592.00;0;[S/L];1.10918;1.11085
EURGBP;1422417706;Buy Stop;0.01;14.08.2024 10:36:48;0.85895;14.08.2024 11:34:43;0.85805;-1075;-1 075.00;0;[S/L];0.85805;0.86081
GBPJPY;1422350937;Sell;0.01;14.08.2024 10:14:01;188.583;14.08.2024 11:23:49;188.403;1140.88;1 140.88;0;;188.731;187.983
AUDUSD;1422455048;Buy Stop;0.01;14.08.2024 10:50:00;0.6619;14.08.2024 11:16:10;0.66119;-659.89;-659.89;0;[S/L];0.66119;0.66312
EURUSD;1421413001;Sell Stop;0.01;13.08.2024 20:13:46;1.09954;14.08.2024 03:14:36;1.10028;-688.7;-688.70;0;[S/L];1.10028;1.0977
GBPCHF;1421468865;Sell Stop;0.01;13.08.2024 22:13:21;1.111;13.08.2024 22:27:24;1.11183;-893.65;-893.65;0;[S/L];1.11181;1.0895
EURGBP;1421413767;Sell Stop;0.01;13.08.2024 20:15:48;0.85454;13.08.2024 22:15:41;0.8549;-430.79;-430.79;0;[S/L];0.8549;0.85346
EURCHF;1421414566;Sell Limit;0.01;13.08.2024 20:17:18;0.95092;13.08.2024 22:13:20;0.94986;1142.03;1 142.03;0;[T/P];0.95184;0.94986
GBPCHF;1421410800;Sell Stop;0.01;13.08.2024 20:07:55;1.11286;13.08.2024 20:54:04;1.11334;-516.43;-516.43;0;[S/L];1.11333;1.11102
EURJPY;1421308461;Buy Stop;0.01;13.08.2024 15:34:49;161.368;13.08.2024 17:08:37;161.259;-690.2;-690.20;0;[S/L];161.284;161.61
USDJPY;1421260557;Sell Stop;0.01;13.08.2024 14:39:54;146.718;13.08.2024 16:10:05;146.888;-1077.21;-1 077.21;0;[S/L];146.888;146.274
GBPCHF;1421303349;Sell Stop;0.01;13.08.2024 15:29:20;1.1116;13.08.2024 16:09:22;1.11282;-1312.88;-1 312.88;0;[S/L];1.11282;1.1089
GBPJPY;1421276131;Sell;0.01;13.08.2024 14:59:57;188.724;13.08.2024 15:57:14;188.922;-1255.1;-1 255.10;0;;188.935;187.994
USDJPY;1420970897;Sell;0.01;13.08.2024 10:57:58;146.949;13.08.2024 14:34:24;146.717;1471.77;1 471.77;0;;146.95;146.599
