Symbol;Position;Type;Lots;Open time;Open price;Close time;Close price;Profit;Net profit;Rollover;Comment;S/L;T/P
EURCAD;1472059390;Buy Stop;0.01;26.09.2024 11:43:34;1.50393;26.09.2024 13:06:07;1.50504;738.12;738.12;0;[S/L];1.50504;1.5074
EURUSD;1472054367;Buy Stop;0.01;26.09.2024 11:41:59;1.11608;26.09.2024 13:02:07;1.11757;1334.4;1 334.40;0;[S/L];1.11758;1.12052
AUDNZD;1472014133;Buy Stop;0.01;26.09.2024 11:31:05;1.09104;26.09.2024 12:14:40;1.08993;-629.74;-629.74;0;[S/L];1.08993;1.09381
EURJPY;1471707728;Sell Stop;0.01;26.09.2024 10:08:42;160.965;26.09.2024 10:47:51;161.187;-1385.13;-1 385.13;0;[S/L];161.187;160.332
USDCAD;1471739203;Buy Stop;0.01;26.09.2024 10:18:14;1.34785;26.09.2024 10:35:01;1.34673;-749.19;-749.19;0;[S/L];1.34673;1.35052
EURUSD;1471685525;Sell Stop;0.01;26.09.2024 10:01:37;1.11478;26.09.2024 10:26:10;1.11479;-9.02;-9.02;0;[S/L];1.11479;1.11353
GBPUSD;1471702317;Buy Stop;0.01;26.09.2024 10:06:59;1.33688;26.09.2024 10:18:11;1.33537;-1361.52;-1 361.52;0;[S/L];1.33538;1.34106
USDCAD;1470743757;Sell;0.01;25.09.2024 20:16:16;1.34841;26.09.2024 07:38:18;1.34649;1303.64;1 303.64;0;;1.34842;1.34471
USDJPY;1470785971;Buy Stop;0.01;25.09.2024 22:27:13;144.837;26.09.2024 01:17:51;144.726;-700.66;-700.66;0;[S/L];144.726;145.107
EURCAD;1470784894;Sell Stop;0.01;25.09.2024 22:25:17;1.49996;26.09.2024 00:09:20;1.50107;-753.27;-753.27;0;[S/L];1.50107;1.49696
USDJPY;1470744982;Sell Stop;0.01;25.09.2024 20:21:53;144.645;25.09.2024 20:36:30;144.762;-738.88;-738.88;0;[S/L];144.756;144.423
USDJPY;1470571309;Sell Stop;0.01;25.09.2024 14:46:28;144.514;25.09.2024 17:04:52;144.817;-1912.78;-1 912.78;0;[S/L];144.814;143.937
EURUSD;1470577665;Buy Stop;0.01;25.09.2024 14:50:50;1.11354;25.09.2024 16:58:45;1.11254;-913.67;-913.67;0;[S/L];1.11254;1.11628
AUDJPY;1470416332;Sell;0.01;25.09.2024 13:04:20;98.713;25.09.2024 14:48:52;98.649;404.77;404.77;0;;98.714;97.813
EURCAD;1470411278;Buy Stop;0.01;25.09.2024 13:00:26;1.50076;25.09.2024 13:18:57;1.49976;-677.57;-677.57;0;[S/L];1.49976;1.50246
EURCHF;1470035694;Sell;0.01;25.09.2024 10:33:12;0.94924;25.09.2024 12:56:02;0.94684;2579.83;2 579.83;0;;0.94774;0.94624
EURJPY;1470300100;Sell Limit;0.01;25.09.2024 12:00:09;161.257;25.09.2024 12:52:17;161.046;1333.24;1 333.24;0;[T/P];161.258;161.046
EURJPY;1470078841;Sell Stop;0.01;25.09.2024 10:44:16;161.315;25.09.2024 11:58:58;161.317;-12.63;-12.63;0;[S/L];161.316;160.765
EURUSD;1469303198;Sell Stop;0.01;24.09.2024 22:50:07;1.11858;25.09.2024 09:30:29;1.12069;-1926.26;-1 926.26;0;[S/L];1.12068;1.11488
EURCHF;1469256641;Sell Stop;0.01;24.09.2024 20:55:00;0.94179;24.09.2024 23:07:30;0.94293;-1232.37;-1 232.37;0;[S/L];0.9429;0.93946
EURUSD;1469261520;Sell Stop;0.01;24.09.2024 21:09:53;1.11891;24.09.2024 21:43:00;1.11929;-346.07;-346.07;0;[S/L];1.11929;1.11491
EURUSD;1469186673;Sell Stop;0.01;24.09.2024 17:04:31;1.11759;24.09.2024 19:39:15;1.11826;-610.18;-597.66;0;[S/L];1.11825;1.11604
EURCAD;1469187724;Buy Stop;0.01;24.09.2024 17:06:06;1.50182;24.09.2024 18:09:20;1.5006;-826.18;-826.18;0;[S/L];1.50071;1.50393
USDCAD;1469108026;Buy Stop;0.01;24.09.2024 15:46:33;1.34449;24.09.2024 17:00:27;1.34338;-751.92;-751.92;0;[S/L];1.34338;1.3476
EURUSD;1469119408;Sell Stop;0.01;24.09.2024 16:00:26;1.1165;24.09.2024 16:06:21;1.11694;-400.72;-400.72;0;[S/L];1.11694;1.1149
EURUSD;1469014043;Sell Stop;0.01;24.09.2024 14:21:39;1.11557;24.09.2024 15:25:29;1.11668;-1010.9;-1 010.90;0;[S/L];1.11668;1.11376
NZDJPY;1468637034;Buy Stop;0.01;24.09.2024 11:27:06;90.721;24.09.2024 13:46:29;90.796;475.81;475.81;0;[S/L];90.798;91.147
EURCHF;1468628137;Sell;0.01;24.09.2024 11:23:56;0.94284;24.09.2024 12:51:44;0.94358;-796.56;-796.56;0;;0.94395;0.93851
USDCAD;1468438682;Buy Stop;0.01;24.09.2024 10:30:09;1.3485;24.09.2024 11:07:43;1.34849;-6.75;-6.75;0;[S/L];1.34849;1.3506
EURCAD;1468359786;Sell;0.01;24.09.2024 09:51:18;1.50386;24.09.2024 10:28:33;1.50231;1046.07;1 046.07;0;;1.50497;1.50153
USDCAD;1467519548;Sell;0.01;23.09.2024 20:16:12;1.35296;24.09.2024 07:38:03;1.35108;1283.69;1 283.69;0;;1.35407;1.34941
AUDNZD;1467522583;Sell Stop;0.01;23.09.2024 20:29:36;1.09039;23.09.2024 22:07:28;1.0915;-641.8;-641.80;0;[S/L];1.0915;1.08606
NZDJPY;1467351719;Buy Stop;0.01;23.09.2024 14:33:43;89.957;23.09.2024 17:41:25;89.956;-6.42;-6.42;0;[S/L];89.956;90.527
USDCAD;1467357300;Buy;0.01;23.09.2024 14:38:01;1.34884;23.09.2024 17:23:07;1.35109;1535.15;1 535.15;0;;1.35004;1.35184
EURCHF;1467060371;Buy Stop;0.01;23.09.2024 11:35:19;0.94475;23.09.2024 11:55:30;0.94364;-1209.4;-1 209.40;0;[S/L];0.94364;0.94875
EURCHF;1466791698;Buy Stop;0.01;23.09.2024 10:08:13;0.94562;23.09.2024 11:28:37;0.94451;-1206.36;-1 206.36;0;[S/L];0.94451;0.94897
AUDNZD;1466798016;Buy Stop;0.01;23.09.2024 10:12:28;1.09233;23.09.2024 10:45:00;1.09117;-672.3;-672.30;0;[S/L];1.09122;1.09444
AUDNZD;1465960503;Buy;0.01;22.09.2024 19:41:57;1.09162;22.09.2024 23:28:33;1.09354;1112.95;1 112.95;0;;1.09065;1.09373
AUDNZD;1459813625;Buy Stop;0.01;17.09.2024 10:07:50;1.09157;17.09.2024 18:00:01;1.09084;-419.85;-419.85;0;[S/L];1.09156;1.0949
AUDJPY;1460136268;Sell Stop;0.01;17.09.2024 12:08:53;95.766;17.09.2024 13:32:59;95.917;-989.73;-989.73;0;[S/L];95.916;95.466
NZDJPY;1460139972;Sell Stop;0.01;17.09.2024 12:11:08;87.631;17.09.2024 13:29:36;87.743;-734.41;-734.41;0;[S/L];87.742;87.487
USDJPY;1460131449;Sell Stop;0.01;17.09.2024 12:06:18;141.649;17.09.2024 12:25:35;141.799;-984.9;-984.90;0;[S/L];141.799;141.349
EURCHF;1459824421;Sell Stop;0.01;17.09.2024 10:15:06;0.94099;17.09.2024 10:54:23;0.9421;-1215.53;-1 215.53;0;[S/L];0.9421;0.93555
NZDJPY;1459075011;Buy Limit;0.01;16.09.2024 21:21:20;87.141;17.09.2024 10:48:10;87.387;1611.4;1 611.40;0;[T/P];87.14;87.385
AUDNZD;1459126724;Sell Stop;0.01;16.09.2024 23:48:26;1.08976;17.09.2024 02:59:42;1.09088;-639.91;-639.91;0;[S/L];1.09087;1.08599
AUDJPY;1459071693;Sell Stop;0.01;16.09.2024 21:10:58;94.937;16.09.2024 23:49:20;94.873;420.63;420.63;0;[S/L];94.872;93.853
EURCHF;1459068251;Sell;0.01;16.09.2024 20:59:26;0.93997;16.09.2024 23:44:37;0.93918;864.7;864.70;0;;0.93957;0.93886
USDCAD;1458943640;Sell Stop;0.01;16.09.2024 15:37:13;1.35897;16.09.2024 20:14:24;1.35898;-6.8;-53.80;0;[S/L];1.35898;1.3571
EURJPY;1458920672;Sell Stop;0.01;16.09.2024 15:05:57;156.412;16.09.2024 19:57:37;156.734;-2111.2;-2 244.83;0;[S/L];156.734;155.702
EURCAD;1458939352;Sell Stop;0.01;16.09.2024 15:30:38;1.51153;16.09.2024 17:47:32;1.51277;-842.83;-842.83;0;[S/L];1.51275;1.50733
NZDJPY;1458567738;Sell Stop;0.01;16.09.2024 11:14:44;86.915;16.09.2024 12:12:33;87.026;-729.34;-729.34;0;[S/L];87.026;86.582
AUDJPY;1458552758;Buy Stop;0.01;16.09.2024 11:08:59;94.85;16.09.2024 11:30:58;94.638;-1392.22;-1 392.22;0;[S/L];94.639;95.405
EURCAD;1458546223;Sell Stop;0.01;16.09.2024 11:07:16;1.51131;16.09.2024 11:21:39;1.51231;-678.94;-678.94;0;[S/L];1.51231;1.50951
AUDJPY;1457678525;Sell Stop;0.01;15.09.2024 21:11:20;94.42;16.09.2024 09:30:05;94.426;-39.61;-39.61;0;[S/L];94.421;94.243
GBPUSD;1457672706;Buy;0.01;15.09.2024 20:53:54;1.31359;16.09.2024 07:10:19;1.3196;5564.48;5 564.48;0;;1.31089;1.31976
EURCHF;1457674475;Sell Limit;0.01;15.09.2024 21:00:42;0.94022;16.09.2024 01:03:26;0.93899;1347.57;1 347.57;0;[T/P];0.94082;0.939
EURCHF;1457008370;Sell Stop;0.01;13.09.2024 12:10:49;0.94009;15.09.2024 18:04:01;0.94145;-1485.06;-1 690.62;0;[S/L];0.94059;0.93859
USDCAD;1457618487;Sell Stop;0.01;15.09.2024 18:02:00;1.35834;15.09.2024 18:03:00;1.36024;-1295.14;-1 295.14;0;[S/L];1.35996;1.35674
EURCAD;1457322497;Buy Limit;0.01;13.09.2024 16:55:23;1.50582;15.09.2024 18:00:09;1.50651;470.04;367.00;0;[T/P];1.50513;1.50651
EURCAD;1456635482;Buy Stop;0.01;13.09.2024 09:55:19;1.50589;13.09.2024 16:47:01;1.50538;-347.38;-347.38;0;[S/L];1.50539;1.51074
GBPUSD;1457004595;Buy Stop;0.01;13.09.2024 12:08:54;1.31443;13.09.2024 13:06:46;1.31301;-1314.03;-1 314.03;0;[S/L];1.31304;1.31836
USDJPY;1456616585;Buy Stop;0.01;13.09.2024 09:43:55;140.86;13.09.2024 10:05:20;140.608;-1660.35;-1 660.35;0;[S/L];140.61;141.337
AUDNZD;1455990442;Buy Stop;0.02;12.09.2024 21:33:12;1.08753;13.09.2024 04:40:09;1.08642;-1277.25;-1 277.25;0;[S/L];1.08642;1.08879
USDJPY;1455988413;Buy Stop;0.01;12.09.2024 21:27:40;141.343;12.09.2024 22:01:00;141.144;-1312.28;-1 312.28;0;[S/L];141.144;142.53
EURUSD;1455888250;Buy Limit;0.01;12.09.2024 16:46:38;1.10698;12.09.2024 21:14:02;1.10821;1144.95;1 074.88;0;[T/P];1.10658;1.1082
EURJPY;1455955735;Sell Limit;0.01;12.09.2024 19:42:19;156.979;12.09.2024 20:50:52;156.731;1632.85;1 632.85;0;[T/P];157.223;156.735
USDCAD;1455873812;Sell Stop;0.01;12.09.2024 16:30:58;1.35835;12.09.2024 18:00:31;1.3591;-514.55;-514.55;0;[S/L];1.35865;1.35691
EURUSD;1455796278;Buy;0.01;12.09.2024 15:27:34;1.10601;12.09.2024 16:46:10;1.10689;819.15;819.15;0;;1.106;1.10778
EURCAD;1455754577;Sell Stop;0.01;12.09.2024 14:57:28;1.50198;12.09.2024 15:07:31;1.50246;-328.92;-328.92;0;[S/L];1.50246;1.49972
EURUSD;1455707287;Buy Limit;0.01;12.09.2024 14:24:33;1.10454;12.09.2024 14:57:08;1.10546;856.38;856.38;0;[T/P];1.1041;1.10545
EURCAD;1455714629;Sell Stop;0.01;12.09.2024 14:29:18;1.50091;12.09.2024 14:56:51;1.50202;-760.91;-760.91;0;[S/L];1.50202;1.49647
GBPUSD;1455456414;Buy;0.01;12.09.2024 12:05:41;1.30818;12.09.2024 14:16:34;1.30945;1182.18;1 182.18;0;;1.30723;1.30968
USDCAD;1455432057;Sell Stop;0.01;12.09.2024 11:58:13;1.35955;12.09.2024 12:56:20;1.35982;-185.42;-185.42;0;[S/L];1.35984;1.35855
EURCHF;1455517678;Sell;0.01;12.09.2024 12:29:06;0.94207;12.09.2024 12:51:09;0.94131;832.34;832.34;0;;0.94291;0.9402
EURCAD;1454793738;Buy Stop;0.01;12.09.2024 08:39:08;1.49673;12.09.2024 08:43:58;1.49602;-490.17;-490.17;0;[S/L];1.49602;1.49771
NZDJPY;1454373552;Buy Stop;0.01;12.09.2024 02:51:16;87.982;12.09.2024 02:54:52;87.87;-739.37;-739.37;0;[S/L];87.87;88.381
EURJPY;1454254450;Buy Stop;0.01;11.09.2024 22:00:46;156.954;11.09.2024 22:01:37;156.883;-469.68;-469.68;0;[S/L];156.885;157.784
EURJPY;1454243196;Sell Limit;0.01;11.09.2024 21:26:52;157.273;11.09.2024 22:00:43;156.998;1819.07;1 819.07;0;[T/P];157.384;157.003
NZDJPY;1454237022;Buy Stop;0.01;11.09.2024 21:06:45;87.634;11.09.2024 21:54:09;87.56;-488.48;-488.48;0;[S/L];87.563;87.981
AUDNZD;1454238069;Sell Stop;0.02;11.09.2024 21:11:05;1.08824;11.09.2024 21:11:29;1.08855;-358.95;-358.95;0;[S/L];1.08855;1.08768
NZDJPY;1454225612;Sell Stop;0.01;11.09.2024 20:17:00;87.482;11.09.2024 21:04:30;87.593;-733.34;-733.34;0;[S/L];87.593;86.536
EURJPY;1454224731;Buy;0.01;11.09.2024 20:13:36;156.969;11.09.2024 21:03:43;157.183;1413.12;1 413.12;0;;156.962;157.549
AUDJPY;1454227653;Sell Stop;0.01;11.09.2024 20:25:54;95.251;11.09.2024 21:03:30;95.328;-508.75;-508.75;0;[S/L];95.326;94.437
USDJPY;1454229534;Sell Stop;0.01;11.09.2024 20:34:37;142.592;11.09.2024 21:01:41;142.704;-740.44;-740.44;0;[S/L];142.703;142.107
AUDNZD;1454226568;Sell Stop;0.02;11.09.2024 20:21:21;1.08824;11.09.2024 20:22:04;1.08852;-324.19;-324.19;0;[S/L];1.08852;1.08455
EURJPY;1454196806;Sell Stop;0.01;11.09.2024 17:58:04;156.737;11.09.2024 19:57:57;156.914;-1172.05;-1 307.09;0;[S/L];156.91;156.249
EURUSD;1454196320;Buy Stop;0.01;11.09.2024 17:57:21;1.10129;11.09.2024 17:58:01;1.10108;-197.98;-197.98;0;[S/L];1.10108;1.10387
EURCHF;1454088118;Sell Stop;0.01;11.09.2024 16:08:50;0.9385;11.09.2024 16:58:10;0.93941;-1007.29;-1 007.29;0;[S/L];0.9391;0.93473
USDCAD;1453974913;Buy Stop;0.01;11.09.2024 14:54:36;1.3575;11.09.2024 16:57:45;1.3567;-555.84;-555.84;0;[S/L];1.3567;1.35916
EURCAD;1454070548;Buy Stop;0.01;11.09.2024 15:55:26;1.49588;11.09.2024 16:50:08;1.49503;-590.4;-590.40;0;[S/L];1.49503;1.49771
EURUSD;1453176993;Buy;0.01;11.09.2024 10:04:13;1.10182;11.09.2024 15:48:49;1.10215;311.11;311.11;0;;1.10113;1.10359
GBPUSD;1453799932;Buy;0.01;11.09.2024 13:18:15;1.30365;11.09.2024 15:43:38;1.30479;1074.75;1 074.75;0;;1.30365;1.30565
USDCAD;1453973176;Sell Stop;0.01;11.09.2024 14:53:50;1.35709;11.09.2024 14:54:12;1.35739;-208.5;-208.50;0;[S/L];1.35739;1.35497
USDCAD;1453872165;Buy Stop;0.01;11.09.2024 13:54:49;1.35803;11.09.2024 14:45:59;1.35742;-423.61;-423.61;0;[S/L];1.35742;1.3608
EURCAD;1453479523;Sell Limit;0.01;11.09.2024 11:26:44;1.49853;11.09.2024 13:26:24;1.49667;1290.51;1 290.51;0;[T/P];1.49761;1.49669
USDCAD;1453611536;Sell;0.01;11.09.2024 12:05:18;1.3608;11.09.2024 13:17:25;1.35914;1150.93;1 150.93;0;;1.3598;1.35805
USDJPY;1453136657;Buy Stop;0.01;11.09.2024 09:52:58;142.472;11.09.2024 11:15:30;141.394;-7174.65;-7 174.65;0;[S/L];141.396;143.119
USDJPY;1453323092;Buy Stop;0.01;11.09.2024 10:47:20;141.952;11.09.2024 11:15:30;141.394;-3713.78;-3 713.78;0;[S/L];141.396;142.296
EURCHF;1453211180;Sell;0.01;11.09.2024 10:17:22;0.93664;11.09.2024 10:50:40;0.93543;1343.71;1 343.71;0;;0.93664;0.9347
NZDJPY;1452366417;Sell Stop;0.01;10.09.2024 21:11:52;87.342;10.09.2024 22:42:04;87.165;1185.91;1 185.91;0;[S/L];87.165;86.72
AUDNZD;1452374844;Buy Stop;0.02;10.09.2024 21:34:59;1.0825;10.09.2024 22:32:02;1.08249;-11.67;-11.67;0;[S/L];1.0825;1.084
AUDJPY;1452361236;Buy Stop;0.01;10.09.2024 20:58:56;94.641;10.09.2024 21:13:30;94.459;-1215.91;-1 215.91;0;[S/L];94.461;95.368
GBPUSD;1451711613;Buy;0.01;10.09.2024 11:11:22;1.30585;10.09.2024 17:34:49;1.30825;2278.13;2 278.13;0;;1.30474;1.30918
USDCAD;1451662850;Buy;0.01;10.09.2024 10:59:30;1.35923;10.09.2024 11:15:23;1.36095;1198.94;1 198.94;0;;1.35923;1.36303
EURUSD;1451526470;Buy Stop;0.01;10.09.2024 10:22:08;1.10349;10.09.2024 10:48:14;1.10272;-730.51;-730.51;0;[S/L];1.10272;1.1046
EURJPY;1451468962;Buy;0.01;10.09.2024 09:52:03;157.553;10.09.2024 10:14:17;157.74;1237.72;1 237.72;0;;157.552;157.886
EURCHF;1450276799;Sell Stop;0.01;09.09.2024 11:59:43;0.93573;09.09.2024 17:36:28;0.93743;-1898.9;-1 898.90;0;[S/L];0.93743;0.93315
USDCAD;1450512531;Buy;0.01;09.09.2024 14:22:41;1.35523;09.09.2024 15:44:48;1.35569;321.59;321.59;0;;1.35438;1.35678
GBPUSD;1450516177;Sell Limit;0.01;09.09.2024 14:26:09;1.30976;09.09.2024 15:09:45;1.30821;1470.05;1 470.05;0;[T/P];1.31059;1.30821
USDCAD;1450196375;Sell;0.01;09.09.2024 11:29:31;1.3564;09.09.2024 14:22:14;1.35522;825.89;825.89;0;;1.35579;1.35455
EURCAD;1450150010;Sell Stop;0.01;09.09.2024 11:13:17;1.49745;09.09.2024 14:20:04;1.49789;-307.96;-307.96;0;[S/L];1.49789;1.49465
GBPUSD;1450207948;Sell Stop;0.01;09.09.2024 11:33:10;1.30794;09.09.2024 12:51:35;1.30871;-731.67;-731.67;0;[S/L];1.30871;1.30494
AUDNZD;1449231183;Sell Stop;0.02;08.09.2024 21:30:53;1.08064;08.09.2024 22:05:39;1.08099;-408.34;-408.34;0;[S/L];1.08099;1.07824
AUDJPY;1449233237;Sell Stop;0.01;08.09.2024 21:36:43;95.18;08.09.2024 22:01:55;95.293;-747.05;-747.05;0;[S/L];95.291;94.847
GBPUSD;1449212526;Sell Stop;0.01;08.09.2024 20:42:16;1.31359;08.09.2024 21:16:24;1.3141;-481.38;-481.38;0;[S/L];1.31409;1.31209
EURJPY;1449214084;Sell Stop;0.01;08.09.2024 20:46:36;157.821;08.09.2024 21:00:26;158.032;-1397.25;-1 397.25;0;[S/L];158.032;157.51
NZDUSD;1447138455;Sell;0.02;05.09.2024 18:16:10;0.62226;06.09.2024 00:07:08;0.62153;1376.3;1 376.30;0;;0.62181;0.62082
EURJPY;1447137231;Sell;0.01;05.09.2024 18:10:17;159.245;06.09.2024 00:06:33;158.863;2519.54;2 519.54;0;;159.057;158.785
AUDNZD;1447156939;Sell Stop;0.02;05.09.2024 19:42:48;1.08304;05.09.2024 20:53:14;1.08333;-340.42;-340.42;0;[S/L];1.08333;1.08193
USDCAD;1446706734;Sell;0.01;05.09.2024 11:08:58;1.35134;05.09.2024 16:21:21;1.35042;642.3;642.30;0;;1.35135;1.34973
NZDUSD;1447004040;Sell Stop;0.02;05.09.2024 14:24:13;0.62235;05.09.2024 16:21:00;0.62237;-37.71;-37.71;0;[S/L];0.62236;0.62102
AUDNZD;1446986999;Sell Stop;0.01;05.09.2024 14:06:24;1.08241;05.09.2024 15:03:13;1.08301;-351.87;-351.87;0;[S/L];1.08301;1.08097
NZDUSD;1446873540;Sell Stop;0.02;05.09.2024 12:31:16;0.62159;05.09.2024 14:03:03;0.62249;-1696.81;-1 696.81;0;[S/L];0.62247;0.61959
AUDNZD;1446564296;Sell;0.01;05.09.2024 10:24:06;1.08382;05.09.2024 12:11:38;1.08296;504.01;504.01;0;;1.08321;1.08205
NZDUSD;1446481977;Sell;0.02;05.09.2024 10:03:14;0.6211;05.09.2024 11:28:58;0.62046;1206.3;1 206.30;0;;0.62112;0.61999
USDCAD;1446451304;Sell Stop;0.01;05.09.2024 09:56:46;1.35059;05.09.2024 10:45:59;1.3517;-772.36;-772.36;0;[S/L];1.3517;1.34837
AUDNZD;1446511679;Sell Stop;0.01;05.09.2024 10:10:23;1.0834;05.09.2024 10:23:13;1.08425;-496.69;-496.69;0;[S/L];1.08425;1.08207
USDCAD;1445597148;Buy;0.01;04.09.2024 20:05:56;1.35123;05.09.2024 09:52:42;1.35099;-167.16;-167.16;0;;1.35012;1.35523
NZDUSD;1445600671;Buy;0.02;04.09.2024 20:17:16;0.61866;04.09.2024 22:21:27;0.61951;1605.16;1 605.16;0;;0.61755;0.62098
AUDNZD;1445612084;Sell;0.02;04.09.2024 20:53:28;1.08709;04.09.2024 22:21:10;1.08579;1522.25;1 522.25;0;;1.0882;1.08549
AUDNZD;1445602457;Sell Stop;0.02;04.09.2024 20:22:55;1.0864;04.09.2024 20:49:32;1.08751;-1297.04;-1 297.04;0;[S/L];1.08751;1.08389
AUDNZD;1445601164;Sell Stop;0.02;04.09.2024 20:18:51;1.08638;04.09.2024 20:20:46;1.08694;-654.45;-654.45;0;[S/L];1.08693;1.0855
NZDUSD;1445581449;Sell;0.02;04.09.2024 19:17:42;0.61945;04.09.2024 20:03:31;0.61839;2002.81;2 002.81;0;;0.62011;0.61834
AUDNZD;1445561216;Sell Stop;0.02;04.09.2024 17:41:30;1.08412;04.09.2024 19:49:36;1.08562;-1753.61;-1 775.60;0;[S/L];1.08562;1.08212
USDJPY;1445454591;Sell;0.01;04.09.2024 14:54:35;143.876;04.09.2024 17:06:09;143.707;1111.33;1 111.33;0;;144.056;143.515
USDCAD;1445408364;Sell Stop;0.01;04.09.2024 14:11:37;1.35196;04.09.2024 14:58:56;1.35198;-13.98;-13.98;0;[S/L];1.35198;1.35068
USDJPY;1445422455;Buy Stop;0.01;04.09.2024 14:25:28;144.061;04.09.2024 14:52:46;143.949;-734.58;-734.58;0;[S/L];143.95;144.601
USDJPY;1445353326;Buy Stop;0.01;04.09.2024 13:21:07;144.05;04.09.2024 13:43:28;143.953;-635.95;-635.95;0;[S/L];143.953;144.261
AUDNZD;1445217476;Buy Stop;0.02;04.09.2024 11:38:18;1.08455;04.09.2024 13:34:20;1.08384;-829.75;-829.75;0;[S/L];1.08385;1.08599
USDJPY;1445340249;Buy;0.01;04.09.2024 13:08:23;144.063;04.09.2024 13:18:18;144.015;-313.86;-313.86;0;;143.952;144.223
USDCAD;1445232490;Sell Stop;0.01;04.09.2024 11:47:09;1.35183;04.09.2024 13:17:35;1.35184;-6.97;-6.97;0;[S/L];1.35184;1.34906
USDJPY;1445280072;Sell;0.01;04.09.2024 12:21:09;144.214;04.09.2024 12:58:49;144.037;1156.23;1 156.23;0;;144.209;143.931
USDJPY;1445193332;Buy Stop;0.01;04.09.2024 11:26:29;144.382;04.09.2024 12:20:14;144.215;-1089.08;-1 089.08;0;[S/L];144.216;144.548
USDCAD;1445108876;Buy;0.01;04.09.2024 10:52:48;1.35139;04.09.2024 11:23:52;1.35168;200.57;200.57;0;;1.35067;1.35302
