Symbol;Position;Type;Lots;Open time;Open price;Close time;Close price;Profit;Net profit;Rollover;Comment;S/L;T/P
AUDUSD;1196225687;Sell;0.01;16.01.2024 16:55:59;0.65853;16.01.2024 16:56:53;0.65867;-129.43;-129.43;0;;0.65903;0.65598
EURUSD;1195430732;Buy Stop;0.01;16.01.2024 10:30:34;1.0887;16.01.2024 10:59:02;1.0872;-1379.66;-1 379.66;0;[S/L];1.0872;1.09536
EURUSD;1195399461;Sell Stop;0.01;16.01.2024 10:15:14;1.08775;16.01.2024 10:30:00;1.08854;-728.2;-728.20;0;[S/L];1.08825;1.08553
EURJPY;1194731521;Buy;0.01;15.01.2024 22:29:38;159.321;16.01.2024 10:14:04;159.602;1757.19;1 757.19;0;;159.21;159.876
AUDUSD;1194692378;Sell Limit;0.01;15.01.2024 21:23:28;0.66451;15.01.2024 21:55:48;0.66301;1371.03;1 371.03;0;[T/P];0.66495;0.66301
AUDUSD;1194670013;Sell Limit;0.01;15.01.2024 20:25:31;0.66538;15.01.2024 21:23:00;0.66463;685.52;685.52;0;[T/P];0.66588;0.66463
AUDUSD;1194530972;Buy Stop;0.01;15.01.2024 13:06:14;0.66589;15.01.2024 20:25:04;0.66539;-456.32;-497.11;0;[S/L];0.66539;0.66776
AUDUSD;1194431095;Buy Limit;0.01;15.01.2024 11:43:18;0.66526;15.01.2024 12:55:31;0.66611;776.65;776.65;0;[T/P];0.66482;0.66611
AUDUSD;1193187379;Buy Stop;0.01;12.01.2024 13:20:28;0.67026;12.01.2024 13:39:02;0.66951;-680.38;-680.38;0;[S/L];0.66951;0.67296
AUDUSD;1192038401;Sell Stop;0.01;11.01.2024 22:10:47;0.66956;11.01.2024 22:28:48;0.67011;-501.2;-501.20;0;[S/L];0.67011;0.66545
AUDUSD;1191805617;Buy;0.01;11.01.2024 16:05:13;0.66757;11.01.2024 22:10:04;0.6696;1848.76;1 807.12;0;;0.66886;0.6729
AUDUSD;1191685751;Sell Stop;0.01;11.01.2024 14:41:43;0.66528;11.01.2024 15:55:54;0.66728;-1822.54;-1 822.54;0;[S/L];0.66728;0.66195
AUDUSD;1191387519;Sell Stop;0.01;11.01.2024 12:32:22;0.66687;11.01.2024 14:03:20;0.66588;902.16;902.16;0;[S/L];0.66587;0.66332
EURJPY;1190950716;Buy Stop;0.01;11.01.2024 10:33:16;159.901;11.01.2024 12:23:18;159.678;-1392.17;-1 392.17;0;[S/L];159.679;160.412
AUDUSD;1190928123;Sell Stop;0.01;11.01.2024 10:30:36;0.66852;11.01.2024 10:32:28;0.66683;1547.31;1 547.31;0;[S/L];0.66679;0.66522
AUDUSD;1190072281;Buy Stop;0.01;10.01.2024 15:03:12;0.66982;11.01.2024 10:30:03;0.66882;-911.46;-953.47;0;[S/L];0.66981;0.67832
AUDUSD;1188803385;Buy Stop;0.01;09.01.2024 16:09:35;0.6686;10.01.2024 11:23:18;0.66908;443.1;401.11;0;[S/L];0.6691;0.6781
AUDUSD;1186730187;Sell Stop;0.02;08.01.2024 10:11:48;0.66805;08.01.2024 11:34:44;0.66916;-1992.83;-1 992.83;0;[S/L];0.66916;0.66361
EURJPY;1185200690;Buy Stop;0.01;05.01.2024 11:26:40;158.822;05.01.2024 12:08:03;158.321;-3096.77;-3 096.77;0;[S/L];158.322;159.233
EURJPY;1185060492;Buy Stop;0.01;05.01.2024 10:43:10;158.851;05.01.2024 11:25:58;158.8;-312.92;-312.92;0;[S/L];158.801;159.201
AUDUSD;1185018095;Sell Stop;0.02;05.01.2024 10:34:03;0.66583;05.01.2024 10:42:38;0.66694;-1991.05;-1 991.05;0;[S/L];0.66694;0.66206
AUDUSD;1184993986;Sell Stop;0.02;05.01.2024 10:30:29;0.66466;05.01.2024 10:32:36;0.66512;-828.11;-828.11;0;[S/L];0.66511;0.66016
AUDUSD;1184952208;Buy Stop;0.02;05.01.2024 10:05:58;0.66861;05.01.2024 10:30:01;0.66756;-1884.58;-1 884.58;0;[S/L];0.66721;0.68511
UK100;1184184509;Buy Stop;0.01;04.01.2024 14:47:55;7719.6;05.01.2024 00:43:47;7699.3;-2287.5;-2 521.46;0;[S/L];7699.6;7786.2
US500;1183983860;Sell;0.01;04.01.2024 12:42:52;4753.2;04.01.2024 14:47:12;4745.5;3420.8;3 420.80;0;;4749.7;4717.7
US500;1183729878;Sell Stop;0.01;04.01.2024 11:06:01;4741;04.01.2024 12:01:18;4751;-4428.35;-4 428.35;0;[S/L];4751;4715.5
US500;1183056970;Sell Stop;0.01;03.01.2024 22:27:23;4751.9;04.01.2024 04:29:05;4755.7;-1672.49;-1 672.49;0;[S/L];4755.6;4707.5
US500;1182883629;Sell;0.01;03.01.2024 16:35:41;4765.6;03.01.2024 18:12:06;4746.5;8406.48;8 406.48;0;;4754.5;4707.9
US500;1182809942;Sell Stop;0.01;03.01.2024 16:02:24;4757.8;03.01.2024 16:27:22;4769;-4929.46;-4 929.46;0;[S/L];4769;4713.4
US500;1182748775;Sell;0.01;03.01.2024 15:01:19;4763.5;03.01.2024 16:01:56;4759.8;1628.48;1 628.48;0;;4769.5;4708
US500;1182713850;Sell Stop;0.01;03.01.2024 14:27:44;4753.1;03.01.2024 15:00:29;4764.2;-4885.44;-4 885.44;0;[S/L];4764.2;4708.7
US500;1182281542;Sell Stop;0.01;03.01.2024 11:31:40;4763.4;03.01.2024 12:59:04;4753.3;4453.7;4 453.70;0;[S/L];4753.3;4702.3
AUDUSD;1180778263;Buy Stop;0.02;02.01.2024 11:15:05;0.67776;02.01.2024 22:26:44;0.67526;-4425;-4 506.26;0;[S/L];0.67526;0.68687
